Round,Accuracy (%),Loss
1,50.0,1.068110202039991
2,46.42857142857143,1.0597101364816939
3,46.42857142857143,1.1344323328563146
4,55.357142857142854,0.9675980806350708
5,55.357142857142854,0.9465884651456561
6,57.142857142857146,0.8849245480128697
7,71.42857142857143,0.828201881476811
8,53.57142857142857,1.0903486183711462
9,66.07142857142857,0.8845447131565639
10,53.57142857142857,1.1544544867106847
11,62.5,0.9168645228658404
12,66.07142857142857,0.8096600685800824
13,55.357142857142854,1.131134637764522
14,67.85714285714286,0.8018903136253357
15,67.85714285714286,0.7917475998401642
16,64.28571428571429,0.8570848660809653
17,67.85714285714286,0.8972965862069812
18,67.85714285714286,0.8382472779069629
19,66.07142857142857,0.7801800455365863
20,67.85714285714286,0.7723023763724736
21,67.85714285714286,0.9166485922677177
22,71.42857142857143,0.8012440311057227
23,67.85714285714286,0.7818526455334255
24,67.85714285714286,0.7823676126343864
25,67.85714285714286,0.770157937492643
26,67.85714285714286,0.7754376083612442
27,67.85714285714286,0.7796018719673157
28,69.64285714285714,0.8692674253668103
29,69.64285714285714,0.7919218433754784
30,67.85714285714286,0.7682739538805825
31,67.85714285714286,0.861486126269613
32,71.42857142857143,0.7800399192741939
33,69.64285714285714,0.750783451965877
34,71.42857142857143,0.7401246811662402
35,69.64285714285714,0.8430872133799961
36,71.42857142857143,0.7721747841153827
37,69.64285714285714,0.7782005848629134
38,71.42857142857143,0.7551614365407399
39,69.64285714285714,0.8723432017224175
40,71.42857142857143,0.7694419579846519
41,71.42857142857143,0.7791001668998173
42,69.64285714285714,0.7872128188610077
43,71.42857142857143,0.7878466099500656
44,71.42857142857143,0.7859459870627948
45,71.42857142857143,0.8106514673147883
46,73.21428571428571,0.8252217258725848
47,73.21428571428571,0.7704717069864273
48,71.42857142857143,0.7824861236980983
49,71.42857142857143,0.8743247474942889
50,73.21428571428571,0.8340109448347773
51,71.42857142857143,0.8132508567401341
52,71.42857142857143,0.7662054257733482
53,71.42857142857143,0.7491308259112495
54,71.42857142857143,0.7694416024855205
55,73.21428571428571,0.7110989817551204
56,73.21428571428571,0.7366382969277245
57,76.78571428571429,0.6649174652993679
58,71.42857142857143,0.7564090256180082
59,71.42857142857143,0.6875149118048804
60,71.42857142857143,0.7366726025938988
61,71.42857142857143,0.7391458845564297
62,71.42857142857143,0.7564717243824687
63,76.78571428571429,0.659371089722429
64,80.35714285714286,0.685928212744849
65,71.42857142857143,0.6795580445655754
